Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayDescription,PlayStart
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,1,TB,0,1,0,Kickoff,"G.Zuerlein kicks 65 yards from DAL 35 to end zone, Touchback.",Kickoff from DAL 35
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,1,TB,0,2,0,5 Yard Run,(15:00) (Shotgun) L.Fournette up the middle to TB 30 for 5 yards (O.Odighizuwa; M.Parsons).,1st & 10 at TB 25
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,1,TB,0,3,0,3 Yard Run,(14:17) L.Fournette right guard to TB 33 for 3 yards (L.Vander Esch).,2nd & 5 at TB 30
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,1,TB,0,4,0,Pass Incomplete,(13:33) (Shotgun) T.Brady pass incomplete deep right to C.Godwin.,3rd & 2 at TB 33
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,1,TB,0,5,0,Punt,"(13:26) B.Pinion punts 65 yards to DAL 2, Center-Z.Triner, out of bounds.",4th & 2 at TB 33
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,1,0,28 Yard Pass,(13:18) (Shotgun) D.Prescott pass deep left to A.Cooper pushed ob at DAL 30 for 28 yards (A.Winfield).,1st & 10 at DAL 2
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,2,0,4 Yard Run,(12:51) E.Elliott up the middle to DAL 34 for 4 yards (D.White).,1st & 10 at DAL 30
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,3,0,5 Yard Pass,(12:23) (Shotgun) D.Prescott pass short middle to D.Schultz to DAL 39 for 5 yards (D.White).,2nd & 6 at DAL 34
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,4,0,2 Yard Run,(11:48) E.Elliott left guard to DAL 41 for 2 yards (L.David; D.White).,3rd & 1 at DAL 39
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,5,0,4 Yard Run,(11:04) E.Elliott right end to DAL 45 for 4 yards (M.Edwards; D.White).,1st & 10 at DAL 41
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,6,0,16 Yard Pass,(10:31) D.Prescott pass short right to D.Schultz pushed ob at TB 39 for 16 yards (D.White).,2nd & 6 at DAL 45
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,7,0,Pass Incomplete,(9:56) D.Prescott pass incomplete deep left to C.Lamb.,1st & 10 at TB 39
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,8,0,Pass Incomplete,(9:49) (Shotgun) D.Prescott pass incomplete short left to C.Lamb.,2nd & 10 at TB 39
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,9,0,-5 Yard Penalty,"(9:46) (Shotgun) PENALTY on DAL, False Start, 5 yards, enforced at TB 39 - No Play.",3rd & 10 at TB 39
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,10,0,Pass Incomplete,(9:46) (Shotgun) D.Prescott pass incomplete short left to C.Lamb [L.David].,3rd & 15 at TB 44
2021,Divisional Playoffs,THU,09/09,Cowboys,Buccaneers,1ST QUARTER,2,DAL,0,11,0,Punt,"(9:42) B.Anger punts 38 yards to TB 6, Center-J.McQuaide, out of bounds.",4th & 15 at TB 44
